codgeo;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP7589;P17_POP90P;NIXI_0_14;NIXI_15_29;NIXI_30_44;NIXI_45_59;NIXI_60_74;NIXI_75_89;NIXI_90_100;NIXI_TOTAL;average_age_population
25471;135;30;19;31;21;22;10;1;212;421;1156;1100;1485;826;96;5295,2;39
25472;31;6;1;8;6;5;4;1;42;22;296;312;335;328;95;1430,0;46
25473;742;132;122;132;169;109;75;3;927;2674;4879;8804;7297;6141;292;31013,7;42
25474;112;37;17;29;16;8;3;1;261;377;1083;839;541;248;96;3445,8;31
25475;1430;277;216;284;219;209;179;46;1941;4750;10514;11377;13974;14700;4372;61627,3;43
25476;126;23;18;19;25;25;16;2;158;390;692;1280;1649;1292;187;5647,4;45
25477;352;75;49;80;71;60;17;1;522;1073;2966;3690;4019;1359;87;13716,1;39
25478;122;23;22;17;21;20;17;2;161;484;629;1092;1340;1394;190;5290,0;43
25479;418;74;43;79;88;81;46;7;519;954;2919;4554;5411;3784;680;18819,8;45
25481;337;81;33;85;83;46;9;0;565;733;3136;4302;3110;745;0;12590,1;37
25482;653;144;89;152;122;101;44;1;1008;1958;5624;6344;6767;3608;95;25404,0;39
25483;41;5;11;6;17;1;0;1;35;242;222;884;67;0;95;1545,0;38
25485;234;51;22;54;52;43;13;0;355;482;1989;2692;2869;1061;0;9449,6;40
25486;428;114;60;117;69;40;22;5;795;1320;4339;3607;2709;1825;482;15077,6;35
25487;40;10;4;9;10;2;3;2;70;88;333;520;134;246;190;1581,0;40
25488;104;23;11;27;17;21;5;0;162;231;1011;874;1408;431;0;4115,9;40
25489;305;71;53;50;58;47;20;5;496;1158;1868;3016;3166;1673;510;11886,4;39
25490;390;57;59;54;103;72;41;4;400;1304;2001;5354;4808;3326;395;17588,5;45
25491;116;17;13;20;22;23;20;1;119;286;740;1144;1541;1640;95;5565,0;48
25492;93;24;15;21;13;13;6;1;168;330;777;676;871;492;95;3409,0;37
25493;902;204;171;176;189;106;45;11;1428;3753;6530;9840;7094;3698;1025;33367,1;37
25494;672;170;106;186;134;48;25;2;1192;2330;6892;6985;3222;2061;189;22871,2;34
25495;2111;362;357;354;419;400;191;27;2534;7856;13103;21801;26833;15692;2530;90349,8;43
25496;110;25;13;19;19;23;10;2;175;288;685;963;1532;804;207;4653,8;42
25497;632;109;72;96;165;140;46;4;760;1577;3563;8576;9402;3780;389;28046,7;44
25498;48;5;10;4;10;8;10;0;36;225;151;531;547;837;0;2327,5;48
25499;128;29;19;28;25;14;9;2;206;425;1052;1321;953;750;193;4899,6;38
25500;87;18;8;19;21;13;7;1;126;176;703;1092;871;574;95;3637,0;42
25501;34;8;6;6;9;2;2;1;56;132;222;468;134;164;95;1271,0;37
25502;520;118;72;111;105;77;35;3;829;1585;4089;5439;5157;2832;281;20210,9;39
25503;122;26;8;25;32;20;9;1;184;185;934;1641;1339;776;100;5158,7;42
25504;78;13;7;18;13;17;8;2;91;154;666;676;1139;656;190;3572,0;46
25505;1124;131;141;211;234;255;126;26;915;3102;7791;12193;17096;10356;2451;53904,7;48
25506;95;18;9;20;22;18;6;0;129;202;756;1169;1232;503;0;3990,0;42
25507;79;15;4;15;22;14;5;4;105;88;555;1144;938;410;380;3620,0;46
25508;1127;237;147;210;257;193;80;3;1662;3233;7762;13357;12904;6581;290;45789,5;41
25510;364;84;53;90;72;52;10;3;586;1165;3338;3769;3473;815;280;13424,3;37
25511;340;69;54;69;67;56;21;3;486;1182;2567;3506;3731;1763;278;13512,1;40
25512;2342;477;424;515;439;322;143;21;3339;9333;19049;22839;21567;11766;2026;89919,0;38
25513;42;11;4;10;5;9;3;1;75;79;364;279;599;220;85;1699,7;40
25514;339;77;53;69;76;47;15;2;539;1166;2553;3952;3149;1230;190;12779,0;38
25515;409;94;78;94;66;56;20;0;661;1713;3495;3455;3756;1617;0;14697,0;36
25516;120;26;13;23;25;28;5;0;183;277;859;1308;1880;397;0;4904,5;41
25517;283;78;46;69;45;27;17;1;546;1012;2553;2340;1809;1394;95;9749,0;34
25518;160;37;31;32;41;17;2;1;257;673;1169;2120;1161;167;97;5642,8;35
25519;898;142;136;156;197;155;102;10;996;2994;5773;10255;10356;8338;964;39675,5;44
25520;172;35;18;37;26;37;17;1;246;398;1377;1360;2493;1402;96;7372,9;43
25521;165;21;17;21;39;52;12;3;147;374;777;2028;3484;984;285;8079,0;49
25522;180;49;31;37;35;15;13;0;343;682;1369;1820;1005;1066;0;6285,0;35
25523;685;108;66;113;161;158;75;4;758;1457;4181;8378;10559;6117;389;31839,9;46
25524;907;158;125;162;218;167;68;9;1106;2750;5994;11336;11189;5576;855;38806,0;43
25525;281;49;50;49;72;38;22;0;344;1104;1819;3757;2555;1810;0;11390,5;41
25526;1510;262;257;272;328;272;107;11;1835;5656;10076;17067;18246;8749;1062;62691,4;42
25527;4874;926;840;806;1063;835;368;36;6482;18480;29822;55276;55945;30176;3420;199601,0;41
25528;86;8;19;6;23;17;12;1;57;409;215;1209;1168;953;110;4121,0;48
25529;1332;249;149;198;264;288;159;25;1744;3279;7311;13739;19317;13006;2384;60779,1;46
25532;3375;665;552;598;694;543;297;27;4655;12138;22137;36070;36378;24321;2544;138242,5;41
25533;11;0;2;0;4;5;0;0;0;44;0;208;335;0;0;587,0;53
25534;194;42;34;40;46;26;8;0;291;740;1465;2368;1724;649;0;7237,4;37
25535;226;51;32;45;33;50;13;2;359;695;1680;1694;3372;1052;188;9039,0;40
25536;185;35;28;34;54;15;17;2;247;617;1269;2810;975;1364;197;7480,0;40
25537;291;51;32;50;68;62;24;5;359;699;1857;3516;4121;1929;487;12968,0;45
25538;113;23;22;18;19;21;7;3;163;493;657;971;1377;613;266;4539,6;40
25539;5775;832;898;970;1301;1134;584;56;5824;19747;35888;67676;75993;47899;5288;258314,7;45
25540;302;60;41;51;70;58;23;1;417;896;1875;3616;3860;1874;94;12632,3;42
25541;368;100;41;85;66;41;34;1;701;895;3156;3456;2725;2765;94;13792,6;37
25542;1639;311;260;321;312;302;120;13;2179;5723;11860;16234;20232;9828;1236;67292,8;41
25544;202;48;36;36;42;26;14;0;336;792;1332;2184;1742;1148;0;7534,0;37
25545;140;35;20;29;37;6;12;1;245;440;1073;1924;402;984;95;5163,0;37
25546;56;7;6;8;13;20;2;0;52;123;311;679;1313;153;0;2632,0;47
25547;3949;746;648;798;758;659;291;48;5221;14262;29542;39430;44140;23890;4556;161040,9;41
25548;150;26;17;34;31;34;8;0;185;372;1251;1593;2265;693;0;6358,1;42
25549;641;133;117;122;112;95;54;8;931;2574;4514;5824;6365;4428;760;25396,0;40
25550;236;69;36;52;41;31;5;2;486;787;1928;2125;2054;419;194;7992,3;34
25551;127;29;19;26;27;19;4;2;204;427;968;1412;1299;318;184;4811,5;38
25552;118;19;16;20;27;24;10;1;134;355;746;1416;1622;827;96;5196,0;44
25553;390;95;50;88;70;56;30;1;667;1092;3262;3633;3730;2490;96;14970,4;38
25554;121;20;11;15;31;23;18;3;140;242;555;1612;1541;1476;285;5851,0;48
25555;1104;152;118;181;255;260;128;11;1062;2589;6694;13274;17396;10468;1050;52533,4;48
25556;47;13;4;8;12;6;4;0;91;88;296;624;402;328;0;1829,0;39
25557;414;69;33;59;88;116;45;4;484;729;2199;4559;7767;3674;370;19781,4;48
25558;1495;378;221;311;302;193;84;7;2643;4865;11505;15683;12945;6853;661;55156,0;37
25559;256;66;46;46;53;28;16;2;460;1008;1695;2745;1869;1307;189;9273,8;36
25560;3044;452;375;433;609;715;408;52;3167;8259;16013;31660;47874;33430;4968;145372,3;48
25561;362;76;69;86;64;45;21;2;531;1512;3187;3306;3023;1682;195;13436,0;37
25562;218;36;38;39;52;40;11;2;252;836;1443;2704;2680;902;190;9007,0;41
25563;129;30;11;28;26;24;9;0;212;244;1044;1363;1621;744;0;5226,5;41
25564;1021;237;151;221;219;138;49;6;1659;3322;8177;11388;9246;4018;570;38380,0;38
25565;269;73;41;71;43;33;4;3;513;898;2633;2232;2244;343;298;9161,7;34
25566;297;76;39;72;36;56;16;2;534;849;2674;1853;3781;1299;188;11178,1;38
25567;127;25;12;31;29;22;5;2;175;263;1165;1524;1455;445;206;5232,0;41
25569;532;134;64;126;87;86;33;2;935;1409;4660;4543;5740;2732;191;20211,1;38
25570;23;0;3;2;6;6;6;1;0;61;68;287;370;528;87;1401,2;61
25571;484;103;64;114;90;78;33;2;718;1410;4232;4684;5220;2700;189;19153,6;40
25572;104;22;15;22;23;13;8;2;153;327;806;1185;863;650;188;4170,9;40
25573;11;1;3;4;2;1;1;0;6;56;157;88;57;69;0;432,4;39
25574;172;34;24;31;29;36;18;0;238;528;1147;1508;2412;1476;0;7309,0;42
25575;810;157;104;155;169;157;62;6;1099;2292;5731;8789;10523;5067;579;34079,8;42
25578;5595;1080;1487;1095;849;679;377;28;7561;32716;40509;44133;45473;30934;2692;204017,4;36
25579;195;56;20;56;33;27;2;1;392;440;2072;1716;1809;164;95;6688,0;34
25580;10714;2281;1680;1838;1822;2015;987;90;15968;36968;68007;94730;135006;80957;8592;440227,9;41
25582;156;36;18;33;33;26;8;2;254;387;1219;1714;1767;631;209;6179,6;40
25583;244;49;35;47;50;46;14;2;344;779;1747;2609;3098;1129;187;9894,8;41
25584;127;33;17;24;22;23;8;1;229;383;872;1118;1510;672;97;4881,3;38
25586;830;144;102;152;198;153;78;4;1005;2240;5614;10274;10235;6430;387;36186,0;44
25588;120;20;32;24;21;16;6;1;140;704;888;1092;1072;492;95;4483,0;37
25589;87;13;10;9;26;20;9;0;91;220;333;1352;1340;738;0;4074,0;47
25590;91;15;11;15;20;18;11;0;106;245;561;1052;1219;912;0;4095,0;45
25591;158;23;25;27;44;24;16;0;160;547;993;2274;1598;1304;0;6874,6;44
25592;585;130;98;132;111;72;40;1;912;2166;4893;5773;4851;3245;92;21932,7;37
25594;348;72;43;66;64;78;24;1;504;946;2442;3328;5226;1968;95;14509,0;42
25595;96;16;11;13;31;15;8;3;110;237;471;1630;984;643;279;4354,3;45
25596;67;19;7;14;9;10;7;0;130;159;534;482;691;592;0;2587,2;39
25597;234;51;30;45;48;35;21;3;360;669;1669;2510;2320;1721;299;9548,9;41
25598;513;118;94;103;98;72;26;2;826;2076;3818;5110;4807;2095;187;18918,1;37
25599;259;73;38;64;57;24;3;0;510;846;2358;2946;1627;249;0;8535,9;33
25600;182;52;20;54;33;20;2;1;364;449;1993;1738;1307;152;88;6091,4;33
25601;1591;365;298;342;244;188;136;19;2553;6562;12657;12677;12580;11127;1776;59932,2;38
25602;108;21;16;21;27;14;8;0;148;355;784;1417;947;662;0;4313,9;40
25604;127;24;20;26;27;19;11;2;165;433;947;1382;1253;888;187;5256,2;41
25605;462;112;79;86;91;62;26;4;787;1746;3196;4753;4172;2141;382;17176,4;37
25607;60;12;6;13;12;13;4;0;84;132;481;624;871;328;0;2520,0;42
25608;168;42;26;35;23;32;10;0;296;562;1309;1175;2172;806;0;6319,2;38
25609;450;92;82;93;88;63;29;3;644;1804;3441;4576;4221;2378;285;17349,0;39
25611;455;80;59;78;101;97;38;2;560;1298;2888;5247;6505;3122;181;19801,1;44
25612;699;134;116;127;149;120;45;7;940;2549;4717;7769;8052;3662;672;28361,8;41
25613;94;16;10;14;23;24;7;0;112;220;518;1196;1608;574;0;4228,0;45
25614;2744;471;351;530;532;485;348;28;3295;7713;19622;27680;32471;28503;2642;121925,8;44
25615;441;77;71;75;110;83;25;1;536;1552;2786;5702;5554;2053;96;18279,3;41
25616;273;61;34;57;67;40;12;2;425;748;2096;3482;2692;1014;196;10653,2;39
25617;356;48;48;53;83;92;26;5;337;1052;1969;4332;6190;2122;497;16499,0;46
25618;352;41;43;50;93;98;26;1;289;951;1861;4811;6536;2144;96;16687,8;47
25619;207;44;30;50;38;27;17;1;308;660;1850;1976;1809;1394;95;8092,0;39
25620;315;58;56;55;68;53;22;3;407;1238;2047;3559;3518;1768;267;12802,5;41
25621;235;26;49;39;64;40;15;2;185;1086;1428;3310;2657;1251;193;10110,6;43
25622;259;40;27;60;54;64;13;1;280;594;2220;2808;4288;1066;95;11351,0;44
25623;123;28;13;31;19;24;8;2;193;281;1129;972;1582;646;187;4989,9;41
25624;152;24;22;33;35;27;12;0;165;475;1214;1816;1790;1011;0;6471,6;43
25625;51;5;8;6;11;9;10;2;35;176;222;572;603;820;190;2618,0;51
25626;212;42;42;38;42;36;11;0;294;924;1413;2185;2431;940;0;8187,8;39
25627;296;69;39;54;50;51;28;6;482;854;1994;2587;3411;2280;559;12167,8;41
25628;210;52;24;46;41;38;7;2;364;528;1702;2132;2546;574;190;8036,0;38
25629;208;36;33;37;61;31;9;1;252;726;1369;3172;2077;738;95;8429,0;41
25630;92;17;15;18;20;17;5;0;121;329;681;1017;1156;377;0;3680,0;40
25631;602;125;113;113;137;93;20;1;874;2488;4172;7141;6236;1624;99;22633,8;38
25632;3175;547;443;537;767;563;292;26;3829;9746;19869;39884;37721;23944;2470;137463,0;43
25633;757;163;101;130;141;129;80;13;1143;2220;4821;7335;8627;6533;1230;31909,2;42
25634;641;110;125;112;133;126;33;1;771;2759;4141;6899;8468;2745;98;25880,9;40
25635;188;36;19;53;38;31;10;0;253;420;1971;1987;2088;824;0;7544,1;40
26001;444;63;65;53;125;75;61;3;440;1428;1944;6482;5039;4984;294;20609,4;46
26002;1937;440;284;380;404;305;111;13;3083;6244;14073;21018;20403;9082;1231;75133,4;39
26003;47;9;4;8;8;14;4;1;66;83;278;391;945;308;89;2160,1;46
26004;2509;506;419;522;569;360;120;14;3539;9213;19298;29611;24104;9802;1364;96930,9;39
26005;1727;298;234;309;421;308;128;29;2086;5148;11433;21892;20636;10496;2755;74446,0;43
26006;2515;483;379;464;563;445;169;12;3381;8338;17168;29276;29815;13858;1140;102976,0;41
26007;113;15;27;10;38;13;10;1;104;586;355;1996;857;787;101;4786,5;42
26008;1341;278;223;279;245;221;93;2;1946;4910;10322;12725;14821;7625;186;52534,9;39
26009;1339;279;207;249;264;211;119;10;1950;4563;9196;13747;14123;9768;963;54310,6;41
26010;3999;731;615;698;844;704;367;40;5117;13530;25826;43888;47168;30094;3800;169423,0;42
26011;2524;460;377;460;516;465;215;31;3220;8294;17020;26832;31155;17630;2945;107096,0;42
26012;24;0;2;3;7;9;2;0;0;46;116;380;629;171;0;1341,9;56
26013;77;13;12;12;26;10;4;0;91;264;444;1352;670;328;0;3149,0;41
26014;588;120;91;133;114;102;27;1;840;2002;4921;5928;6834;2214;95;22834,0;39
26015;72;22;6;23;7;8;4;1;157;123;865;389;564;307;89;2493,8;35
26016;421;66;53;67;95;108;31;1;462;1167;2485;4927;7226;2550;100;18916,8;45
26017;16;0;3;3;5;3;2;0;0;66;111;260;201;164;0;802,0;50
26018;11;1;2;3;3;2;0;0;7;44;111;156;134;0;0;452,0;41
26019;245;37;32;39;57;45;32;3;259;704;1443;2964;3015;2624;285;11294,0;46
26020;235;45;20;64;39;45;16;6;317;446;2350;2004;3033;1342;549;10041,1;43
26021;121;15;18;19;42;13;12;1;107;403;715;2168;886;1001;97;5374,8;44
26022;83;11;8;11;20;17;14;2;77;176;407;1040;1139;1148;190;4177,0;50
26023;1059;268;149;249;204;126;58;5;1876;3278;9213;10608;8442;4756;475;38648,0;36
26024;349;58;45;49;94;87;14;2;406;990;1813;4888;5829;1148;190;15264,0;44
26025;198;40;26;46;40;27;17;2;280;564;1708;2081;1787;1430;195;8045,2;41
26026;74;5;5;10;14;35;4;0;38;120;362;736;2333;357;0;3945,9;53
26027;138;23;21;30;25;23;15;2;160;459;1102;1291;1530;1221;189;5950,9;43
26028;254;53;44;43;69;34;10;0;374;973;1597;3584;2272;843;0;9644,0;38
26030;4;0;0;0;1;3;0;0;0;0;0;69;179;0;0;248,0;62
26031;1029;221;151;194;226;157;69;11;1547;3322;7178;11752;10519;5658;1045;41021,0;40
26032;443;86;53;81;99;95;28;0;604;1164;3010;5147;6370;2331;0;18625,6;42
26033;881;160;131;153;190;145;82;21;1123;2882;5655;9872;9685;6712;1948;37876,3;43
26034;571;137;93;128;97;94;17;5;958;2050;4732;5052;6310;1382;471;20953,5;37
26035;471;106;60;98;89;83;32;5;739;1314;3611;4608;5537;2613;473;18895,8;40
26036;104;18;10;20;35;19;2;0;126;220;740;1820;1273;164;0;4343,0;42
26037;3649;610;501;604;783;784;341;26;4273;11027;22338;40717;52533;27944;2448;161279,6;44
26038;1317;293;202;283;263;202;68;6;2052;4454;10458;13669;13539;5549;584;50305,3;38
26039;854;189;119;167;187;145;46;1;1323;2618;6179;9724;9715;3772;95;33426,0;39
26040;67;8;7;15;12;15;8;2;56;154;555;624;1005;656;190;3240,0;48
26041;1432;263;204;267;321;274;91;12;1840;4482;9876;16698;18355;7488;1144;59884,1;42
26042;1591;246;187;248;292;381;203;34;1722;4114;9176;15184;25527;16646;3230;75599,0;48
26043;145;19;21;15;40;42;7;1;133;462;555;2080;2814;574;95;6713,0;46
26045;1656;340;184;341;330;321;125;15;2380;4048;12617;17160;21507;10250;1425;69387,0;42
26046;75;5;10;11;25;20;4;0;35;220;407;1300;1340;328;0;3630,0;48
26047;85;11;16;18;17;19;4;0;77;352;666;884;1273;328;0;3580,0;42
26048;66;6;7;11;13;23;4;3;40;145;419;686;1516;309;269;3383,9;51
26049;1221;202;169;223;259;215;110;43;1416;3713;8253;13447;14413;9026;4090;54357,5;45
26050;82;14;12;12;17;17;9;1;98;264;444;884;1139;738;95;3662,0;45
26051;68;10;6;11;14;18;9;0;70;132;407;728;1206;738;0;3281,0;48
26052;469;110;71;104;89;62;34;0;772;1552;3837;4633;4126;2768;0;17688,1;38
26054;1512;348;224;342;301;220;72;5;2438;4932;12636;15654;14725;5924;475;56783,7;38
26055;134;25;16;34;24;24;10;2;178;347;1264;1230;1584;790;166;5558,8;41
26056;653;126;71;88;120;146;74;28;880;1572;3258;6258;9775;6044;2641;30429,1;47
26057;10205;1821;1631;1646;2093;1844;1032;138;12747;35884;60920;108810;123552;84636;13082;439630,7;43
26058;19975;3671;3308;3481;4027;3542;1773;173;25695;72782;128815;209399;237328;145367;16400;835787,2;42
26059;226;22;29;35;53;54;27;6;155;627;1289;2746;3609;2252;602;11279,9;50
26060;146;22;19;21;34;36;10;3;155;421;782;1780;2429;826;287;6680,2;46
26061;563;100;76;108;121;123;33;2;700;1672;3996;6292;8241;2706;190;23797,0;42
26062;40;6;6;12;3;9;3;0;43;135;455;160;618;252;0;1664,6;42
26063;2302;297;243;321;430;560;373;78;2076;5338;11879;22383;37487;30619;7449;117230,5;51
26064;6875;1272;1014;1198;1578;1256;496;61;8903;22308;44328;82071;84142;40656;5815;288222,3;42
26065;721;150;83;133;155;147;47;6;1049;1832;4929;8049;9845;3856;558;30118,6;42
26066;39;5;6;4;9;7;7;1;35;132;148;468;469;574;95;1921,0;49
26067;53;5;5;7;9;19;7;0;32;121;270;475;1286;599;0;2783,4;53
26068;211;44;23;38;55;35;15;1;308;506;1406;2860;2345;1230;95;8750,0;41
26069;131;17;26;17;26;35;10;0;119;572;629;1352;2345;820;0;5837,0;45
26070;546;69;77;79;122;140;53;5;482;1697;2929;6363;9369;4384;488;25713,4;47
26071;1078;183;175;164;279;189;80;7;1283;3858;6082;14506;12683;6536;663;45610,8;42
26072;1282;318;181;278;251;185;61;8;2224;3988;10283;13053;12414;4983;757;47702,0;37
26073;251;36;31;49;63;59;9;3;254;685;1804;3290;3961;765;296;11054,4;44
26074;713;126;63;112;166;146;88;12;882;1386;4144;8632;9782;7216;1140;33182,0;47
26075;34;3;3;2;6;14;7;0;20;64;72;303;911;558;0;1928,3;57
26076;28;1;1;2;10;13;2;0;7;21;71;502;841;158;0;1600,8;57
26077;927;192;152;170;236;110;58;10;1347;3335;6273;12254;7374;4730;959;36272,1;39
26078;918;205;100;181;168;152;75;37;1437;2205;6688;8736;10204;6137;3473;38880,0;42
26079;1417;346;178;336;303;168;71;15;2419;3907;12429;15761;11253;5857;1467;53093,1;37
26080;40;5;12;4;4;15;1;0;34;268;131;184;1008;73;0;1697,0;42
26081;578;124;72;141;122;89;29;1;868;1584;5217;6344;5963;2378;95;22449,0;39
26082;96;15;8;15;24;25;7;1;108;182;572;1235;1660;593;98;4448,3;46
26083;1808;335;280;288;289;323;236;57;2348;6166;10650;15014;21647;19316;5429;80569,3;45
26084;3875;759;638;725;821;635;262;36;5311;14039;26819;42699;42525;21469;3392;156253,0;40
26085;2725;572;389;517;591;451;173;31;4005;8561;19136;30743;30228;14191;2946;109811,1;40
26086;666;78;57;77;134;200;107;13;546;1254;2849;6969;13400;8774;1235;35026,7;53
26087;1359;333;171;274;269;219;78;15;2334;3760;10128;14006;14668;6367;1431;52694,1;39
26088;5516;1064;800;1056;1238;999;338;21;7450;17604;39089;64381;66902;27696;1959;225081,9;41
26089;56;4;7;6;17;15;7;0;26;162;238;859;984;602;0;2870,7;51
26090;28;8;3;7;3;6;1;0;57;60;267;141;424;74;0;1022,5;37
26091;42;7;2;8;6;12;6;0;50;45;303;320;824;504;0;2045,7;49
26092;710;185;110;168;130;76;37;3;1298;2423;6219;6781;5113;3010;275;25119,5;35
26093;529;77;83;71;138;126;30;4;539;1826;2627;7176;8442;2460;380;23450,0;44
26094;865;175;126;191;176;133;53;11;1226;2769;7074;9148;8916;4312;1060;34506,1;40
26095;836;142;97;158;174;168;87;11;993;2125;5844;9039;11246;7112;1069;37427,1;45
26096;2017;398;315;375;462;313;138;16;2786;6930;13875;24024;20971;11316;1520;81422,0;40
26097;638;100;100;104;149;139;43;4;699;2193;3836;7742;9309;3512;392;27684,0;43
26098;161;27;23;29;30;32;19;0;192;497;1090;1583;2171;1530;0;7061,4;44
26099;549;101;72;87;147;104;35;2;710;1588;3223;7624;6995;2889;192;23221,8;42
26100;422;94;50;90;85;84;16;4;658;1096;3338;4399;5604;1310;357;16762,5;40
26101;156;28;13;15;55;29;14;2;198;276;542;2885;1964;1116;199;7181,2;46
26102;139;19;21;20;38;30;12;0;131;455;730;1999;1981;970;0;6266,8;45
26103;486;74;47;89;99;131;40;6;517;1037;3305;5139;8762;3305;547;22611,7;47
26104;83;8;7;10;17;27;12;1;57;158;379;906;1785;1008;97;4390,8;53
26105;69;3;3;5;16;27;13;2;21;66;185;832;1809;1066;190;4169,0;60
26106;1071;228;186;216;243;137;54;7;1596;4092;7992;12636;9179;4428;665;40588,0;38
26107;563;116;82;96;98;106;62;2;815;1798;3554;5101;7120;5112;194;23694,0;42
26108;8505;1386;1188;1510;1646;1648;952;174;9699;26140;55866;85615;110423;78092;16570;382404,8;45
26110;670;151;88;159;130;113;28;1;1055;1937;5889;6766;7554;2316;99;25614,8;38
26111;100;9;14;18;26;21;12;0;63;308;666;1352;1407;984;0;4780,0;48
26112;181;25;27;28;45;43;13;1;174;586;1020;2341;2893;1055;87;8156,0;45
26113;4621;664;642;736;988;881;589;122;4649;14121;27218;51358;59004;48266;11636;216251,2;47
26114;3159;372;304;384;618;866;491;125;2603;6681;14196;32112;58032;40273;11874;165771,3;52
26115;640;117;110;127;137;102;42;5;820;2420;4696;7137;6815;3435;487;25808,4;40
26116;5833;1287;971;1145;1220;791;377;42;9006;21359;42357;63462;53006;30920;4009;224118,3;38
26117;51;8;6;8;21;4;3;1;57;140;303;1089;244;224;87;2144,7;42
26118;1521;363;204;300;291;254;102;7;2541;4488;11100;15132;17018;8364;665;59308,0;39
26119;811;165;113;159;171;139;55;9;1155;2486;5883;8892;9313;4510;855;33094,0;41
26121;1064;182;146;190;287;183;72;3;1274;3219;7023;14935;12285;5915;295;44946,7;42
26122;172;33;19;36;40;33;11;0;233;408;1338;2083;2228;881;0;7170,9;42
26123;27;2;0;1;4;19;1;0;15;0;38;216;1252;85;0;1606,5;60
26124;5478;1166;889;1082;1138;824;341;38;8162;19558;40034;59176;55208;27962;3610;213710,0;39
26125;1334;286;143;271;272;287;70;5;1999;3153;10038;14153;19202;5757;457;54758,1;41
26126;86;13;5;12;16;31;7;1;93;113;455;852;2058;588;97;4255,0;49
26127;104;14;14;13;36;20;6;0;100;314;490;1856;1366;502;0;4628,0;44
26128;67;12;5;7;20;18;4;1;87;113;267;1018;1174;338;98;3095,4;46
26129;1024;261;142;265;195;131;27;4;1827;3116;9790;10145;8777;2178;390;36222,5;35
26130;28;3;1;8;6;8;2;0;24;25;290;291;525;184;0;1338,4;48
26131;147;20;10;18;40;43;16;0;138;228;651;2099;2913;1273;0;7302,4;50
26133;163;19;17;26;33;52;14;1;135;381;980;1695;3481;1170;97;7939,1;49
26134;79;10;14;14;17;18;6;0;70;308;518;884;1206;492;0;3478,0;44
26135;127;14;13;21;26;36;16;0;100;289;770;1366;2421;1347;0;6292,0;50
26136;55;5;6;8;11;20;3;1;38;142;279;561;1373;265;102;2760,8;50
26137;190;31;30;32;48;37;11;2;215;652;1172;2497;2464;921;194;8113,8;43
26138;1107;170;146;154;283;244;95;14;1193;3214;5696;14701;16381;7818;1327;50330,3;45
26139;2282;381;252;368;495;508;226;52;2667;5544;13616;25740;34036;18532;4940;105075,0;46
26140;717;160;94;166;154;118;23;2;1120;2068;6142;8008;7906;1886;190;27320,0;38
26141;193;38;11;36;48;43;15;2;266;245;1339;2509;2860;1217;176;8612,6;45
26142;113;17;17;22;17;27;15;0;117;367;800;869;1778;1209;0;5139,0;45
26143;912;215;117;188;165;143;76;8;1505;2574;6956;8580;9581;6232;760;36188,0;40
26144;1913;363;256;370;368;381;146;29;2541;5632;13690;19136;25527;11972;2755;81253,0;42
