codgeo;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP7589;P17_POP90P;NIXI_0_14;NIXI_15_29;NIXI_30_44;NIXI_45_59;NIXI_60_74;NIXI_75_89;NIXI_90_100;NIXI_TOTAL;average_age_population
71144;190;26;28;31;45;50;9;0;184;623;1159;2365;3318;746;0;8394,4;44
71145;557;84;72;80;91;132;77;21;585;1580;2943;4730;8866;6338;2041;27083,7;49
71146;232;42;24;41;60;38;28;0;291;523;1504;3145;2524;2276;0;10264,5;44
71147;252;36;36;42;54;54;28;2;252;792;1554;2808;3618;2296;190;11510,0;46
71148;834;128;105;124;182;184;82;28;896;2302;4596;9487;12338;6751;2681;39051,2;47
71149;1351;158;155;179;286;320;202;52;1104;3407;6629;14849;21432;16535;4963;68918,1;51
71150;2986;506;449;464;679;563;312;14;3541;9884;17157;35333;37695;25550;1286;130446,1;44
71151;81;18;9;19;11;15;8;2;124;196;694;565;993;648;188;3407,9;42
71152;186;20;23;19;52;53;15;4;142;512;711;2681;3522;1243;384;9193,9;49
71153;21630;2896;3691;3239;3776;4375;3043;609;20273;81203;119853;196372;293121;249525;57876;1018223,2;47
71154;2480;481;347;406;580;479;173;15;3368;7624;15015;30138;32102;14167;1431;103844,3;42
71155;535;87;54;76;115;131;55;16;610;1195;2806;5969;8790;4538;1558;25465,8;48
71156;263;49;31;47;45;73;13;5;343;682;1739;2340;4891;1066;475;11536,0;44
71157;1829;283;243;282;364;344;256;57;1981;5346;10434;18928;23048;20992;5415;86144,0;47
71158;1538;219;173;224;311;306;227;77;1532;3807;8285;16198;20512;18649;7327;76309,2;50
71159;197;38;18;28;45;51;14;3;266;396;1036;2340;3417;1148;285;8888,0;45
71160;319;50;43;45;80;72;28;1;347;949;1661;4177;4830;2288;99;14351,1;45
71161;316;55;34;48;85;74;18;1;387;753;1787;4396;4990;1485;96;13893,9;44
71162;1145;191;125;179;284;236;121;9;1335;2750;6608;14783;15815;9941;865;52097,1;45
71163;90;15;12;16;25;19;3;0;105;264;592;1300;1273;246;0;3780,0;42
71164;133;23;11;23;22;37;18;0;159;238;838;1127;2508;1454;0;6324,9;48
71165;388;37;38;33;91;133;50;6;259;836;1221;4732;8911;4100;570;20629,0;53
71166;119;24;19;21;26;17;11;3;165;411;764;1330;1120;887;280;4957,7;42
71167;558;107;84;97;133;95;34;7;750;1846;3591;6939;6366;2818;672;22982,1;41
71168;171;25;21;17;27;56;23;2;175;462;629;1404;3752;1886;190;8498,0;50
71169;694;110;114;109;171;132;53;5;770;2508;4033;8892;8844;4346;475;29868,0;43
71170;1794;395;253;347;363;332;93;12;2763;5559;12850;18864;22218;7611;1152;71016,7;40
71171;306;58;44;56;67;57;24;0;406;968;2072;3484;3819;1968;0;12717,0;42
71172;80;6;10;13;14;27;10;0;42;220;481;728;1809;820;0;4100,0;51
71173;311;60;38;70;48;61;31;3;417;841;2605;2499;4079;2532;284;13256,8;43
71174;174;27;22;34;29;44;16;2;189;484;1258;1508;2948;1312;190;7889,0;45
71175;343;65;44;78;63;60;27;5;457;979;2889;3290;4040;2188;470;14312,1;42
71176;7817;1082;1101;1112;1581;1697;1051;193;7576;24223;41143;82221;113666;86155;18363;373347,4;48
71177;794;148;113;140;149;149;86;10;1033;2483;5165;7722;10016;7063;941;34422,2;43
71178;907;157;113;156;172;186;112;10;1100;2491;5776;8966;12441;9203;969;40945,6;45
71179;79;16;14;18;9;14;8;0;112;308;666;468;938;656;0;3148,0;40
71181;167;30;23;28;38;34;11;2;211;509;1042;1988;2292;907;191;7140,8;43
71182;1333;175;124;160;322;345;184;25;1224;2727;5911;16720;23094;15061;2336;67072,0;50
71183;153;24;22;32;27;22;26;2;166;478;1169;1386;1455;2104;188;6945,2;45
71184;570;97;60;97;139;130;42;4;678;1321;3605;7232;8709;3472;400;25417,0;45
71185;340;60;41;66;73;76;21;4;417;910;2426;3777;5070;1737;383;14720,9;43
71186;273;53;40;50;68;42;21;0;372;871;1851;3522;2793;1709;0;11116,9;41
71187;1583;311;212;294;361;283;107;14;2180;4668;10894;18789;18941;8758;1339;65570,4;41
71188;61;11;4;7;18;16;5;0;77;88;259;936;1072;410;0;2842,0;47
71189;1613;291;241;286;377;292;114;13;2036;5305;10579;19583;19558;9313;1230;67604,7;42
71190;2217;331;282;352;447;430;329;46;2315;6211;13022;23226;28797;27007;4389;104966,7;47
71191;475;75;59;83;114;107;33;3;528;1289;3075;5948;7173;2736;290;21039,6;44
71192;1858;248;273;242;350;379;281;85;1736;6008;8937;18221;25378;23074;8050;91404,7;49
71193;474;84;55;107;95;88;36;8;587;1219;3952;4965;5920;2961;763;20366,5;43
71194;779;155;97;144;166;164;50;3;1087;2133;5340;8641;10957;4079;290;32526,5;42
71195;219;37;20;48;57;35;19;3;256;446;1763;2952;2378;1580;289;9663,4;44
71196;639;97;78;96;156;157;47;7;680;1719;3558;8125;10535;3860;666;29142,6;46
71198;400;69;59;65;71;79;54;3;485;1290;2418;3676;5267;4466;281;17883,1;45
71199;169;25;20;29;48;32;10;5;177;449;1078;2475;2147;796;461;7583,6;45
71200;691;146;73;131;143;136;57;5;1022;1616;4849;7434;9113;4640;472;29146,1;42
71201;211;13;18;56;51;38;30;6;89;389;2077;2628;2550;2431;593;10757,6;51
71202;1948;295;340;298;454;364;181;14;2067;7490;11044;23628;24404;14840;1354;84825,8;44
71203;45;10;3;10;8;10;2;1;73;76;384;405;696;142;82;1858,0;41
71204;1496;309;196;274;357;286;69;5;2163;4312;10138;18564;19162;5658;475;60472,0;40
71205;621;82;72;93;122;138;109;5;575;1578;3435;6329;9252;8977;483;30627,7;49
71206;241;31;28;43;54;66;19;0;217;616;1591;2808;4422;1558;0;11212,0;47
71207;287;39;45;29;74;66;30;5;272;987;1069;3835;4407;2451;473;13493,9;47
71208;223;29;30;28;47;61;29;1;201;654;1022;2430;4055;2351;101;10813,4;48
71209;729;94;84;99;148;147;116;41;657;1856;3646;7712;9878;9489;3875;37112,7;51
71210;381;72;47;68;101;60;28;5;504;1034;2516;5252;4020;2296;475;16097,0;42
71212;1372;199;166;197;282;328;178;22;1392;3656;7283;14661;22002;14600;2067;65661,6;48
71213;572;109;58;112;127;112;49;4;766;1285;4142;6624;7475;4035;391;24716,7;43
71214;427;78;52;75;82;94;41;5;548;1141;2783;4282;6267;3335;483;18838,9;44
71215;2545;440;367;454;583;474;208;20;3078;8070;16783;30303;31777;17061;1873;108945,9;43
71216;202;36;18;37;45;44;21;1;253;386;1372;2334;2942;1760;93;9140,7;45
71217;127;20;16;26;32;27;4;1;141;355;970;1677;1823;331;96;5392,5;42
71218;590;70;70;89;127;143;80;10;490;1542;3306;6601;9593;6578;965;29075,5;49
71219;528;95;60;97;130;91;53;2;665;1320;3589;6760;6097;4346;190;22967,0;43
71220;487;79;58;67;128;103;50;1;556;1278;2488;6675;6894;4094;97;22082,1;45
71221;3705;614;436;589;856;749;415;46;4298;9592;21793;44512;50183;34030;4370;168778,0;46
71222;904;136;107;140;198;226;88;8;955;2362;5162;10304;15172;7212;768;41935,9;46
71223;563;72;58;74;122;159;67;11;504;1276;2738;6344;10653;5494;1045;28054,0;50
71224;76;11;4;12;24;21;4;1;76;87;438;1232;1389;324;94;3639,1;48
71225;528;119;71;121;114;90;12;2;830;1561;4462;5902;6043;997;193;19988,0;38
71226;34;1;2;5;6;16;5;0;8;50;168;295;1063;372;0;1955,0;58
71227;535;67;53;74;129;121;86;5;471;1171;2742;6706;8086;7021;480;26677,8;50
71228;206;56;18;54;32;28;17;0;394;398;2008;1672;1885;1401;0;7757,7;38
71229;236;41;26;40;60;41;27;1;287;572;1480;3120;2747;2214;95;10515,0;45
71230;6992;832;792;885;1575;1649;1127;131;5825;17435;32754;81903;110502;92381;12465;353264,9;51
71231;623;60;50;61;114;139;142;56;422;1104;2266;5953;9284;11666;5322;36016,5;58
71232;206;31;31;30;62;38;13;0;220;692;1126;3219;2516;1082;0;8855,0;43
71233;303;57;44;50;60;65;24;4;398;965;1844;3110;4341;1962;379;12997,1;43
71234;334;62;39;66;62;69;33;2;434;867;2442;3229;4620;2747;187;14526,8;43
71235;1983;318;242;290;484;442;191;16;2223;5332;10733;25164;29586;15667;1553;90258,6;46
71236;871;169;128;162;193;166;45;8;1183;2816;5994;10036;11122;3690;760;35601,0;41
71237;539;86;74;92;116;112;53;6;605;1632;3387;6030;7498;4338;580;24070,7;45
71238;996;184;116;163;215;224;81;14;1287;2542;6027;11156;15030;6615;1342;43998,7;44
71239;706;78;75;67;144;171;141;30;546;1650;2479;7488;11457;11562;2850;38032,0;54
71240;359;73;43;67;85;58;33;0;514;942;2490;4402;3897;2677;0;14922,5;42
71241;490;71;64;65;114;104;62;10;497;1408;2405;5928;6968;5084;950;23240,0;47
71242;530;77;66;95;104;101;69;18;539;1459;3503;5426;6750;5652;1711;25039,3;47
71243;379;49;56;51;88;90;45;1;340;1226;1875;4584;6043;3656;96;17821,1;47
71244;429;71;54;69;107;86;35;7;499;1177;2566;5564;5775;2843;659;19084,1;44
71245;322;66;45;66;70;50;26;0;461;980;2435;3633;3324;2159;0;12992,4;40
71246;259;50;20;57;50;49;28;3;353;443;2125;2620;3309;2314;287;11451,4;44
71247;366;66;50;60;83;72;26;10;461;1097;2214;4304;4812;2127;949;15962,7;44
71248;729;127;74;134;149;153;87;5;890;1632;4965;7736;10234;7116;489;33061,7;45
71249;1020;153;153;148;290;195;72;8;1074;3374;5484;15093;13034;5908;782;44748,3;44
71250;1087;220;146;197;266;204;47;5;1543;3218;7302;13857;13693;3861;476;43950,9;40
71251;579;84;52;102;154;126;56;5;585;1145;3756;8032;8428;4629;483;27058,8;47
71252;395;85;44;70;92;80;19;4;598;963;2607;4774;5365;1576;406;16287,9;41
71253;924;186;97;159;236;190;56;0;1302;2134;5883;12272;12730;4592;0;38913,0;42
71254;143;14;13;17;32;49;17;2;97;284;625;1652;3260;1384;189;7491,7;52
71255;187;32;15;42;34;49;11;3;227;322;1546;1793;3290;942;298;8417,1;45
71256;542;121;83;106;124;65;36;6;849;1835;3937;6443;4347;2958;574;20942,0;39
71257;644;121;78;114;170;131;29;0;847;1721;4218;8854;8774;2416;0;26831,5;42
71258;517;96;72;81;126;108;31;2;673;1580;2995;6576;7253;2572;192;21841,5;42
71259;340;63;52;53;76;67;25;5;439;1133;1975;3945;4456;2074;445;14467,3;43
71261;651;123;82;116;149;109;64;8;861;1804;4292;7748;7303;5248;760;28016,0;43
71262;168;18;19;21;35;49;23;4;123;410;759;1826;3270;1920;371;8678,8;52
71263;6365;825;887;810;1221;1379;1005;238;5774;19504;29980;63506;92385;82391;22651;316191,0;50
71264;331;62;24;71;82;54;32;6;432;523;2630;4281;3592;2655;580;14693,3;44
71266;319;42;38;53;70;59;54;3;294;836;1961;3640;3953;4428;285;15397,0;48
71267;875;159;128;150;176;159;88;14;1114;2811;5552;9174;10665;7233;1349;37897,4;43
71268;350;82;38;75;70;58;23;4;574;836;2775;3640;3886;1886;380;13977,0;40
71269;2011;327;402;413;378;342;135;15;2287;8842;15299;19633;22893;11036;1430;81419,3;40
71270;33638;6190;6147;6089;5842;5396;3409;564;43333;135224;225286;303803;361552;279552;53616;1402366,2;42
71271;155;19;17;12;43;47;15;3;132;372;441;2222;3129;1222;283;7800,7;50
71272;206;27;20;28;43;56;29;3;189;440;1036;2236;3752;2378;285;10316,0;50
71273;283;51;32;51;54;67;23;5;357;704;1887;2808;4489;1886;475;12606,0;45
71274;387;69;43;70;86;80;28;11;483;946;2590;4472;5360;2296;1045;17192,0;44
71275;1780;217;183;200;282;429;346;123;1522;4020;7402;14650;28725;28404;11681;96404,1;54
71276;120;19;14;15;23;35;13;2;131;303;546;1176;2372;1049;187;5763,9;48
71277;691;157;73;164;136;98;57;6;1098;1600;6075;7078;6544;4686;592;27674,3;40
71278;154;31;13;32;32;39;8;0;216;284;1176;1653;2596;652;0;6577,3;43
71279;653;106;68;87;165;143;80;4;743;1496;3201;8569;9592;6588;391;30579,8;47
71280;88;13;15;10;18;22;10;0;91;330;370;936;1474;820;0;4021,0;46
71281;323;28;44;36;92;92;32;0;199;972;1324;4760;6133;2588;0;15975,3;49
71282;1242;217;146;231;265;247;127;8;1522;3221;8551;13765;16541;10439;770;54809,2;44
71283;558;96;68;117;118;101;52;7;670;1494;4316;6116;6776;4263;660;24294,8;44
71284;142;16;17;25;37;35;11;1;112;374;925;1924;2345;902;95;6677,0;47
71285;417;60;46;61;96;99;50;4;423;1019;2273;4976;6614;4130;383;19817,6;48
71286;245;45;15;55;41;73;17;0;313;328;2034;2131;4868;1375;0;11049,2;45
71287;356;51;33;51;95;96;30;0;356;735;1886;4931;6423;2466;0;16797,1;47
71289;1119;211;159;177;224;212;115;21;1477;3498;6549;11648;14204;9430;1995;48801,0;44
71290;384;39;47;53;66;90;61;27;273;1040;1948;3450;6051;5026;2578;20365,3;53
71291;994;225;130;179;203;139;111;7;1576;2858;6637;10544;9327;9073;665;40680,2;41
71292;1299;224;125;224;317;266;112;32;1565;2745;8273;16505;17836;9147;3031;59100,9;45
71293;410;66;34;71;86;94;57;2;462;748;2627;4472;6298;4674;190;19471,0;47
71294;1193;188;206;184;284;216;101;14;1319;4523;6807;14761;14449;8279;1375;51513,7;43
71295;1494;238;198;217;293;280;209;59;1667;4366;8040;15221;18751;17110;5590;70746,4;47
71296;753;162;99;157;143;155;34;3;1134;2178;5809;7436;10385;2788;285;30015,0;40
71297;760;105;93;100;174;173;102;13;733;2051;3706;9061;11570;8356;1234;36711,9;48
71299;330;54;35;63;80;68;27;3;378;770;2331;4160;4556;2214;285;14694,0;45
71300;609;121;89;102;136;104;52;5;847;1958;3774;7072;6968;4264;475;25358,0;42
71301;186;31;16;37;41;48;11;2;217;353;1384;2112;3223;877;203;8368,9;45
71302;218;38;25;38;51;51;14;1;266;550;1406;2652;3417;1148;95;9534,0;44
71303;454;76;68;64;116;92;36;3;531;1503;2355;6036;6146;2917;267;19755,1;44
71305;800;151;95;168;162;144;75;6;1055;2085;6209;8421;9617;6156;590;34133,1;43
71306;18398;2690;2900;2747;3543;3686;2397;434;18833;63792;101650;184228;246988;196569;41251;853310,6;46
71307;290;62;32;59;56;54;24;3;434;704;2183;2912;3618;1968;285;12104,0;42
71308;31;1;7;3;5;13;1;1;7;154;111;260;871;82;95;1580,0;51
71309;2095;233;224;245;456;530;331;76;1634;4918;9078;23701;35498;27150;7220;109199,5;52
71310;5030;801;782;769;957;1024;570;129;5604;17212;28435;49750;68581;46703;12220;228505,3;45
71311;266;35;29;46;62;61;26;7;245;638;1702;3224;4087;2132;665;12693,0;48
71312;251;42;40;46;66;46;10;1;294;880;1702;3432;3082;820;95;10305,0;41
71313;384;65;62;69;91;72;23;1;456;1368;2560;4744;4837;1891;95;15950,5;42
71314;202;19;19;28;44;61;28;3;130;410;1052;2295;4073;2332;279;10571,7;52
71315;180;38;27;32;32;34;13;3;269;584;1201;1688;2307;1049;280;7377,0;41
71316;356;68;38;64;61;91;31;3;476;836;2368;3172;6097;2542;285;15776,0;44
71317;177;29;27;32;44;35;10;1;200;586;1197;2276;2359;780;90;7489,2;42
71318;1099;147;131;147;244;276;143;11;1031;2876;5436;12671;18511;11716;1065;53307,6;49
71319;801;158;122;154;176;122;63;6;1107;2683;5684;9173;8146;5192;574;32558,0;41
71320;327;33;33;40;68;72;52;28;234;736;1471;3535;4820;4284;2673;17753,8;54
71321;199;34;24;35;51;32;21;2;241;520;1312;2664;2112;1696;187;8733,3;44
71322;62;2;2;8;20;21;9;0;16;51;297;1015;1385;753;0;3516,8;57
71323;132;19;5;25;19;45;17;2;136;107;934;1009;2991;1353;184;6714,5;51
71324;569;99;62;99;142;122;36;8;691;1372;3667;7382;8193;2992;772;25068,4;44
71325;1217;232;135;223;263;259;98;6;1625;2963;8255;13692;17372;8076;573;52554,1;43
71326;426;61;52;66;85;99;53;8;429;1149;2454;4441;6664;4367;764;20267,2;48
71327;349;52;43;58;95;69;29;3;364;946;2146;4940;4623;2378;285;15682,0;45
71328;634;128;82;135;128;110;47;4;896;1804;4995;6656;7370;3854;380;25955,0;41
71329;423;67;58;65;105;80;41;6;469;1271;2405;5472;5392;3384;588;18981,4;45
71330;762;124;96;135;165;155;83;4;866;2106;5001;8586;10368;6844;391;34162,0;45
71331;115;21;9;27;24;27;5;0;150;202;1017;1270;1841;417;0;4896,2;43
71332;477;99;38;88;97;120;33;2;693;836;3256;5044;8040;2706;190;20765,0;44
71333;1230;193;182;202;340;229;82;2;1351;4002;7473;17662;15351;6757;191;52786,9;43
71334;387;67;56;79;84;81;15;5;469;1232;2923;4368;5427;1230;475;16124,0;42
71335;67;9;11;11;12;14;9;1;63;242;407;624;938;738;95;3107,0;46
71336;3072;564;433;599;660;566;221;30;3947;9523;22156;34309;37910;18116;2849;128809,1;42
71337;302;49;25;59;55;71;40;2;344;552;2190;2870;4773;3291;191;14210,1;47
71338;219;31;27;26;59;42;31;3;217;594;962;3068;2814;2542;285;10482,0;48
71339;418;49;47;48;104;117;53;0;344;1035;1780;5392;7807;4383;0;20741,8;50
71340;1513;281;152;293;311;290;169;17;1967;3334;10857;16169;19431;13851;1630;67239,1;44
71341;246;59;36;63;46;29;13;0;413;792;2331;2392;1943;1066;0;8937,0;36
71342;9189;1112;1325;1295;1695;1931;1537;293;7784;29148;47922;88162;129409;126017;27859;456299,6;50
71343;306;74;31;65;45;52;37;2;518;678;2394;2349;3509;3031;195;12673,3;41
71344;64;8;3;4;14;21;12;1;57;67;150;740;1429;1000;97;3539,3;55
71345;652;145;87;144;133;100;39;4;1012;1907;5341;6930;6686;3227;385;25487,4;39
71346;1627;246;192;231;338;395;202;22;1722;4223;8562;17589;26486;16592;2070;77244,2;47
71347;549;121;71;137;100;91;24;4;848;1572;5069;5214;6121;1954;377;21154,8;39
71348;135;23;10;22;35;31;15;0;160;218;808;1807;2062;1221;0;6275,5;46
71349;52;5;4;10;18;7;7;1;35;88;370;936;469;574;95;2567,0;49
71350;904;163;128;176;218;143;69;6;1142;2822;6515;11346;9586;5666;593;37667,9;42
71351;1946;272;230;232;385;457;290;81;1904;5057;8579;20044;30599;23745;7652;97579,1;50
71352;93;10;8;10;19;29;14;2;72;182;382;967;1939;1186;196;4924,9;53
71353;534;73;87;87;127;108;42;9;514;1922;3232;6607;7249;3418;849;23789,8;45
71354;567;96;74;89;133;126;41;8;675;1619;3276;6931;8464;3344;756;25066,4;44
71355;275;53;30;62;57;48;20;5;373;651;2298;2973;3236;1616;468;11614,1;42
71356;992;194;134;210;208;200;41;4;1358;2956;7774;10821;13401;3396;384;40090,0;40
71357;210;37;30;43;37;43;18;2;262;664;1578;1947;2851;1450;198;8949,0;43
71358;99;10;8;16;25;27;13;1;69;173;580;1274;1839;1045;93;5072,5;51
71359;544;64;58;85;131;135;67;4;449;1268;3162;6819;9029;5467;403;26597,0;49
71360;1994;370;254;386;438;350;183;14;2587;5581;14293;22802;23427;14982;1289;84961,0;43
71361;64;5;4;12;20;13;10;0;37;94;434;1054;858;787;0;3264,0;51
71362;337;85;35;73;82;44;18;0;595;770;2701;4264;2948;1476;0;12754,0;38
71363;97;12;11;19;25;19;7;3;86;247;718;1274;1300;586;291;4501,8;46
71364;174;28;30;24;34;42;17;1;194;653;878;1748;2782;1378;94;7726,2;44
71365;561;111;70;96;99;122;57;6;776;1540;3562;5156;8143;4703;554;24433,6;44
71366;389;77;43;75;72;78;41;4;537;946;2765;3726;5213;3358;389;16933,8;44
71367;361;55;23;57;94;82;44;7;382;504;2116;4862;5468;3601;689;17622,4;49
71368;320;53;33;51;72;76;33;3;370;720;1876;3734;5095;2685;301;14780,2;46
71369;433;72;62;72;101;91;32;2;503;1374;2672;5238;6126;2644;192;18747,9;43
71370;642;108;83;101;152;125;66;7;756;1833;3721;7884;8376;5446;676;28690,9;45
71371;1557;268;176;266;310;344;153;40;1876;3872;9842;16120;23048;12546;3800;71104,0;46
71372;2006;445;276;405;350;314;179;36;3114;6075;14999;18202;21071;14685;3421;81566,7;41
71373;1674;227;168;244;355;385;257;38;1590;3686;9031;18477;25806;21034;3637;83260,6;50
71374;166;23;18;24;52;35;10;3;164;403;904;2701;2320;835;290;7617,7;46
71376;270;25;25;48;46;81;39;6;175;550;1776;2392;5427;3198;570;14088,0;52
71377;131;21;9;24;35;28;14;1;146;197;881;1806;1862;1139;94;6125,2;47
71378;1554;277;179;293;357;318;116;15;1936;3946;10825;18548;21280;9530;1428;67492,4;43
71379;1235;187;159;186;276;272;145;11;1308;3496;6868;14345;18231;11858;1052;57158,6;46
71380;785;138;103;124;180;150;81;8;968;2276;4602;9364;10066;6608;756;34640,5;44
71381;85;15;5;13;18;28;7;0;105;101;467;956;1847;565;0;4040,9;48
71382;705;112;90;116;165;129;70;22;786;1980;4304;8573;8674;5723;2114;32154,9;46
71383;513;90;86;97;124;77;31;8;632;1902;3590;6444;5149;2521;730;20968,6;41
71384;506;83;54;75;116;100;49;29;584;1184;2764;6027;6706;4021;2754;24039,6;48
71385;558;96;71;97;137;95;57;4;675;1559;3605;7113;6396;4681;374;24402,4;44
71386;98;18;11;19;21;25;4;0;126;242;703;1092;1675;328;0;4166,0;43
71387;251;48;20;51;37;61;32;2;334;434;1894;1913;4105;2644;190;11515,0;46
71388;472;93;62;97;117;69;32;2;651;1364;3589;6084;4623;2624;190;19125,0;41
71389;292;47;30;39;61;76;30;9;331;656;1446;3153;5098;2445;879;14008,7;48
71390;1093;202;146;183;241;213;98;11;1412;3216;6753;12531;14254;8020;1054;47240,0;43
71391;553;117;74;107;117;93;41;4;819;1632;3943;6097;6223;3368;381;22463,6;41
71392;491;95;73;89;97;100;32;6;664;1603;3286;5034;6686;2619;569;20460,3;42
71393;485;107;59;93;113;86;27;1;746;1307;3434;5860;5756;2182;93;19377,9;40
71394;758;90;83;92;149;204;121;18;632;1833;3414;7739;13694;9925;1697;38933,8;51
71395;200;45;18;37;33;43;18;5;315;400;1381;1742;2885;1491;455;8667,9;43
71396;483;65;61;59;102;109;74;12;457;1350;2197;5301;7294;6087;1128;23815,5;49
71397;288;55;47;60;51;47;25;3;385;1030;2222;2646;3136;2086;290;11794,8;41
71398;1087;217;128;229;254;208;48;3;1516;2818;8478;13204;13954;3929;297;44196,0;41
71399;527;96;53;76;120;102;74;6;672;1166;2812;6240;6834;6068;570;24362,0;46
71400;131;9;14;14;47;38;7;2;63;308;518;2444;2546;574;190;6643,0;51
71401;635;111;69;122;131;136;59;7;774;1509;4532;6822;9092;4869;671;28269,3;45
71402;729;154;87;131;186;131;34;6;1076;1919;4833;9659;8786;2813;587;29673,7;41
71403;263;53;28;48;79;41;12;3;370;614;1769;4092;2737;980;284;10845,8;41
71404;881;125;126;155;209;182;78;6;875;2769;5731;10849;12199;6417;603;39442,4;45
71405;188;41;22;46;29;30;17;3;286;495;1701;1488;1985;1424;291;7670,2;41
71406;134;12;10;17;32;41;20;2;84;220;629;1664;2747;1640;190;7174,0;54
71407;232;18;31;21;71;65;24;3;129;678;760;3683;4333;1936;293;11811,5;51
71408;404;97;54;83;71;79;19;1;680;1185;3061;3701;5285;1578;91;15580,9;39
71409;343;63;48;55;80;66;28;3;441;1047;2047;4143;4448;2268;315;14709,2;43
71410;799;153;109;157;174;153;46;8;1069;2403;5800;9046;10232;3732;769;33051,3;41
71411;151;15;26;27;46;31;6;0;102;575;1003;2416;2075;476;0;6646,9;44
71412;1191;239;138;239;226;259;76;14;1673;3045;8843;11755;17347;6206;1324;50193,3;42
71413;889;183;108;171;182;186;55;3;1283;2372;6337;9482;12476;4526;276;36751,8;41
71414;468;49;56;53;126;128;44;13;340;1232;1954;6537;8565;3638;1204;23470,8;50
71415;139;22;16;18;31;37;15;0;154;352;666;1612;2479;1230;0;6493,0;47
71416;608;102;83;104;137;115;63;4;711;1816;3854;7148;7735;5156;381;26799,1;44
71417;1046;137;122;153;189;237;170;37;962;2674;5677;9843;15894;13930;3530;52510,3;50
71419;1899;246;208;247;340;430;356;72;1722;4576;9139;17680;28810;29192;6840;97959,0;52
71420;2290;419;302;405;495;398;225;46;2933;6644;14985;25740;26666;18450;4370;99788,0;44
71421;190;39;15;33;42;41;19;1;273;330;1221;2184;2747;1558;95;8408,0;44
71422;268;62;32;60;66;44;4;1;432;701;2212;3419;2937;327;95;10123,2;38
71423;438;86;61;87;91;66;38;7;604;1348;3237;4744;4427;3145;695;18199,3;42
71424;202;45;19;49;32;42;14;1;315;418;1813;1664;2814;1148;95;8267,0;41
71425;270;35;44;41;76;46;26;2;246;965;1515;3954;3069;2158;185;12091,5;45
71426;523;118;48;113;89;74;54;27;828;1067;4167;4628;4945;4412;2562;22609,0;43
71427;53;5;7;6;5;14;14;2;35;154;222;260;938;1148;190;2947,0;56
71428;766;189;111;171;142;86;58;9;1321;2446;6327;7373;5775;4763;859;28863,7;38
71430;407;93;43;97;85;58;31;0;651;943;3584;4432;3914;2508;0;16032,6;39
71431;368;71;45;76;81;60;33;2;496;996;2803;4196;4021;2743;187;15442,2;42
71433;487;64;63;62;107;124;59;8;448;1386;2294;5564;8308;4838;760;23598,0;48
71434;345;62;38;53;74;78;35;5;434;841;1968;3832;5245;2834;485;15638,2;45
71435;239;44;30;49;56;41;18;1;308;660;1813;2912;2747;1476;95;10011,0;42
71436;1019;194;135;208;226;156;99;1;1358;2976;7714;11731;10458;8084;100;42420,4;42
71437;326;40;27;59;72;91;30;7;280;593;2189;3740;6098;2457;664;16022,3;49
71438;537;85;78;80;130;109;45;11;593;1710;2945;6755;7290;3690;1066;24049,0;45
71439;730;156;71;155;155;163;27;3;1092;1562;5735;8060;10921;2214;285;29869,0;41
71440;380;59;35;44;94;88;53;7;411;780;1612;4900;5907;4321;674;18605,8;49
71441;271;56;19;60;51;56;25;4;392;418;2220;2652;3752;2050;380;11864,0;44
71442;1567;292;219;298;328;269;148;13;2044;4818;11026;17056;18023;12136;1235;66338,0;42
71443;1631;387;209;355;344;238;84;14;2707;4593;13126;17907;15927;6914;1363;62537,5;38
71444;1161;211;154;215;286;212;79;4;1477;3388;7955;14872;14204;6478;380;48754,0;42
71445;6049;1053;983;963;1400;973;569;107;7374;21636;35619;72824;65213;46624;10170;259460,2;43
71446;186;32;14;30;35;53;20;2;227;303;1092;1842;3561;1614;187;8826,6;47
71447;275;48;24;49;57;75;18;3;338;532;1826;2986;4994;1487;287;12450,5;45
71448;1392;250;197;282;281;258;114;11;1747;4342;10419;14609;17262;9321;1062;58761,4;42
71449;111;27;15;24;21;21;3;0;191;331;905;1076;1387;231;0;4121,1;37
71450;106;14;14;16;32;15;10;4;101;318;606;1654;1033;790;366;4868,3;46
71451;92;10;14;16;22;21;11;0;69;301;579;1120;1377;883;0;4328,9;47
71452;99;11;15;13;28;24;9;0;75;323;471;1478;1576;723;0;4648,1;47
71453;242;31;35;31;65;51;24;5;217;770;1147;3380;3417;1968;475;11374,0;47
71454;202;43;33;40;35;34;18;0;298;723;1466;1809;2266;1506;0;8068,4;40
71455;159;19;17;26;40;34;20;3;133;374;962;2080;2278;1640;285;7752,0;49
71456;1921;353;250;337;434;372;152;23;2470;5502;12464;22574;24951;12452;2160;82574,5;43
71457;123;23;11;22;24;19;20;3;162;244;821;1258;1283;1653;287;5709,4;46
71458;62;9;4;13;11;17;7;0;64;89;489;581;1158;583;0;2964,8;48
71459;353;54;30;47;85;111;23;3;381;655;1747;4429;7425;1851;292;16779,8;48
71460;486;85;58;101;108;86;45;3;594;1274;3732;5601;5786;3714;285;20985,1;43
71461;62;14;10;12;7;14;5;0;98;220;444;364;938;410;0;2474,0;40
71462;554;113;72;113;124;92;34;5;794;1589;4199;6438;6152;2792;490;22453,0;41
